time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-04-08T20:32:32.940Z,33.5285,-116.7275,4.83,0.57,ml,30,78,0.0377,0.1,ci,ci40438464,2023-04-09T15:22:26.951Z,"6km WSW of Anza, CA",earthquake,0.15,0.21,0.142,11,reviewed,ci,ci
2023-04-08T20:25:11.888Z,53.9099,-165.4573,66.396,5.1,mwr,157,64,0.295,0.8,us,us6000k2wm,2023-04-11T20:35:24.219Z,"32 km SE of Akutan, Alaska",earthquake,4.93,3.832,0.075,17,reviewed,us,us
2023-04-08T20:17:52.870Z,35.9866667,-120.5458333,3.78,0.99,md,28,44,0.01307,0.05,nc,nc73869355,2023-04-10T21:35:14.425Z,"14km NW of Parkfield, CA",earthquake,0.23,0.35,0.073,12,reviewed,nc,nc
2023-04-08T20:00:19.350Z,38.836834,-122.8048325,2.08,0.78,md,13,82,0.01142,0.03,nc,nc73869350,2023-04-08T21:54:14.986Z,"7km WNW of Cobb, CA",earthquake,0.3,0.58,0.13,13,automatic,nc,nc
2023-04-08T19:46:33.790Z,33.5855,-116.804,8.21,0.56,ml,29,61,0.03429,0.11,ci,ci40438448,2023-04-10T15:05:00.422Z,"12km WNW of Anza, CA",earthquake,0.18,0.33,0.073,6,reviewed,ci,ci
2023-04-08T19:29:37.950Z,51.8685,-178.071833333333,-1.8,0.77,ml,4,177,,0.2,av,av91840131,2023-04-11T21:52:21.320Z,"99 km W of Adak, Alaska",earthquake,1.03,1.6,0.298847443932033,4,reviewed,av,av
2023-04-08T19:18:23.720Z,35.6273333,-117.6181667,8.15,0.94,ml,13,105,0.1258,0.19,ci,ci40438440,2023-04-09T14:07:40.143Z,"5km E of Ridgecrest, CA",earthquake,0.57,1.72,0.145,5,reviewed,ci,ci
2023-04-08T19:12:31.030Z,58.1903333333333,-155.293833333333,2.26,-0.28,ml,6,146,,0.05,av,av91840111,2023-04-11T21:47:39.090Z,"85 km NW of Karluk, Alaska",earthquake,0.23,0.47,0.31643162010446,6,reviewed,av,av
2023-04-08T19:11:01.540Z,36.2886667,-120.3191667,5.41,1.44,md,12,197,0.06056,0.06,nc,nc73869340,2023-04-08T22:48:16.333Z,"17km NNE of Coalinga, CA",earthquake,0.5,0.54,0.257,10,reviewed,nc,nc
2023-04-08T19:10:49.770Z,33.586,-116.806,7.78,0.53,ml,16,69,0.03581,0.12,ci,ci40438432,2023-04-09T14:07:46.588Z,"13km WNW of Anza, CA",earthquake,0.35,0.47,0.073,13,reviewed,ci,ci
2023-04-08T19:09:48.993Z,64.9768,-147.4206,2.1,1.5,ml,,,,0.71,ak,ak0234ie1a3t,2023-04-08T19:11:59.675Z,"9 km ENE of Fox, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-04-08T19:06:14.540Z,33.5781667,-116.8081667,7.37,1.69,ml,56,23,0.03991,0.2,ci,ci40438424,2023-04-09T14:08:41.560Z,"13km WNW of Anza, CA",earthquake,0.2,0.45,0.167,26,reviewed,ci,ci
2023-04-08T19:02:17.260Z,38.8231659,-122.809166,1.31,1.08,md,18,42,0.0007453,0.02,nc,nc73869330,2023-04-08T20:29:11.497Z,"7km NW of The Geysers, CA",earthquake,0.2,0.5,0.19,19,automatic,nc,nc
2023-04-08T19:02:02.340Z,38.8230019,-122.8085022,1.19,1.08,md,19,42,0.001289,0.03,nc,nc73869325,2023-04-08T21:12:16.759Z,"7km NW of The Geysers, CA",earthquake,0.19,0.5,0.09,18,automatic,nc,nc
2023-04-08T18:48:04.047Z,29.9785,139.134,383.296,4,mb,142,90,3.181,0.41,us,us6000k2wd,2023-04-11T15:21:35.040Z,"Izu Islands, Japan region",earthquake,9.89,6.765,0.046,138,reviewed,us,us
2023-04-08T18:35:19.930Z,38.8358345,-122.8121643,1.95,0.68,md,13,57,0.01253,0.01,nc,nc73869320,2023-04-08T18:57:15.968Z,"8km W of Cobb, CA",earthquake,0.3,0.72,0.42,13,automatic,nc,nc
2023-04-08T18:32:01.880Z,58.1833333333333,-155.344,2.22,0.05,ml,7,164,,0.06,av,av91840076,2023-04-11T21:33:31.270Z,"86 km NW of Karluk, Alaska",earthquake,0.23,0.36,0.242235505077219,7,reviewed,av,av
2023-04-08T18:28:41.400Z,36.808,-121.3266667,9.91,1.67,md,41,66,0.07508,0.09,nc,nc73869315,2023-04-10T23:50:14.226Z,"2km NNW of Tres Pinos, CA",earthquake,0.22,0.41,0.187,44,reviewed,nc,nc
2023-04-08T18:18:27.780Z,33.6995,-116.8123333,15.24,1.08,ml,42,36,0.07537,0.2,ci,ci40438408,2023-04-09T14:08:48.220Z,"9km SE of Valle Vista, CA",earthquake,0.27,0.47,0.214,27,reviewed,ci,ci
2023-04-08T18:17:46.910Z,60.0503333333333,-153.0795,1.04,-0.63,ml,5,121,,0.07,av,av91840066,2023-04-11T21:30:23.390Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.73,0.42,0.249405568049694,5,reviewed,av,av
2023-04-08T18:14:21.510Z,38.7944984,-122.7509995,2.25,0.69,md,7,91,0.01584,0.02,nc,nc73869310,2023-04-08T20:15:14.419Z,"2km NNE of The Geysers, CA",earthquake,0.42,1.18,0.23,6,automatic,nc,nc
2023-04-08T18:09:51.141Z,61.5384,-151.4958,71.2,1.8,ml,,,,0.43,ak,ak0234idfuoa,2023-04-08T18:35:50.040Z,"49 km NNW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-08T18:02:01.180Z,38.783165,-122.7649994,-0.89,0.5,md,5,139,0.01244,0.01,nc,nc73869305,2023-04-08T19:49:15.278Z,"1km NW of The Geysers, CA",earthquake,0.4,2.74,0.28,7,automatic,nc,nc
2023-04-08T17:59:21.010Z,60.0458333333333,-153.089166666667,-1.92,-0.61,ml,5,110,,0.03,av,av91840036,2023-04-11T21:28:13.680Z,"63 km ENE of Pedro Bay, Alaska",earthquake,0.31,5.16,0.516598192692918,5,reviewed,av,av
2023-04-08T17:58:15.680Z,33.683,-116.7875,14.12,0.52,ml,27,79,0.06728,0.14,ci,ci40438400,2023-04-09T15:11:08.943Z,"9km SW of Idyllwild, CA",earthquake,0.25,0.46,0.059,9,reviewed,ci,ci
2023-04-08T17:50:11.020Z,38.7826667,-122.7673333,-0.84,1.85,md,60,33,0.01199,0.07,nc,nc73869300,2023-04-10T23:24:13.071Z,"1km WNW of The Geysers, CA",earthquake,0.12,0.28,0.212,57,reviewed,nc,nc
2023-04-08T17:39:55.000Z,33.9825,-116.9746667,14.02,0.71,ml,28,121,0.1154,0.13,ci,ci40438392,2023-04-10T14:59:10.160Z,"6km N of Beaumont, CA",earthquake,0.2,0.49,0.041,8,reviewed,ci,ci
2023-04-08T17:30:36.612Z,60.4094,-151.1381,35.3,1.9,ml,,,,0.32,ak,ak0234icyvzh,2023-04-08T17:31:51.366Z,"8 km E of Kalifornsky, Alaska",earthquake,,7.1,,,automatic,ak,ak
2023-04-08T17:26:40.103Z,58.3227,-154.9386,12,1.1,ml,,,,0.68,ak,ak0234icy1e2,2023-04-11T21:21:11.790Z,"88 km NNW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-04-08T17:03:11.820Z,51.8822,-178.082,5,2.6,ml,18,112,0.041,0.76,us,us6000k2xr,2023-04-11T14:43:15.040Z,"99 km W of Adak, Alaska",earthquake,1.65,1.588,0.097,22,reviewed,us,us
2023-04-08T17:01:28.290Z,38.8351669,-122.8115005,2.33,0.74,md,14,54,0.01181,0.01,nc,nc73869290,2023-04-08T17:35:13.545Z,"8km W of Cobb, CA",earthquake,0.26,0.69,0.32,15,automatic,nc,nc
2023-04-08T17:01:12.610Z,38.8348351,-122.8126678,2.86,0.29,md,8,96,0.0116,0.01,nc,nc73869285,2023-04-08T19:07:17.033Z,"8km W of Cobb, CA",earthquake,0.57,2.42,0.11,9,automatic,nc,nc
2023-04-08T16:58:39.970Z,34.054,-117.2735,15.64,0.98,ml,35,62,0.05185,0.14,ci,ci40438376,2023-04-10T14:47:12.694Z,"1km WNW of Loma Linda, CA",earthquake,0.22,0.31,0.091,12,reviewed,ci,ci
2023-04-08T16:57:56.290Z,19.1301670074463,-155.387329101562,30.2800006866455,1.78999996,md,36,184,,0.0900000036,hv,hv73359282,2023-04-08T17:24:54.362Z,"12 km SE of Pāhala, Hawaii",earthquake,0.64,1.21000004,1.16999996,6,automatic,hv,hv
2023-04-08T16:54:27.920Z,51.8553333333333,-178.069833333333,3.47,1.33,ml,5,194,,0.14,av,av91839961,2023-04-11T21:09:22.420Z,"98 km W of Adak, Alaska",earthquake,1.03,0.39,0.26260820764088,5,reviewed,av,av
2023-04-08T16:40:43.110Z,44.5263333,-111.0391667,14.29,0.31,md,7,143,0.09089,0.09,uu,uu60536626,2023-04-10T19:23:56.510Z,"15 km SSE of West Yellowstone, Montana",earthquake,0.71,1.65,0.145,5,reviewed,uu,uu
2023-04-08T16:34:32.500Z,58.2578333333333,-155.092,4.89,-0.36,ml,6,200,,0.19,av,av91839946,2023-04-11T20:58:57.940Z,"85 km NNW of Karluk, Alaska",earthquake,0.64,0.74,0.136456172183722,6,reviewed,av,av
2023-04-08T16:32:21.485Z,62.5794,-149.1498,0,1.6,ml,,,,0.96,ak,ak0234icdun8,2023-04-08T16:34:25.732Z,"51 km ENE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-08T16:27:33.707Z,-16.5627,175.021,24.835,5.3,mww,26,105,3.128,0.56,us,us6000k2vx,2023-04-08T16:48:03.040Z,"283 km WNW of Lautoka, Fiji",earthquake,6.07,6.367,0.098,10,reviewed,us,us
2023-04-08T16:22:36.320Z,38.7628326,-122.7353363,1.59,0.95,md,11,101,0.008283,0.03,nc,nc73869275,2023-04-08T18:15:12.720Z,"2km SE of The Geysers, CA",earthquake,0.47,0.58,0.21,11,automatic,nc,nc
2023-04-08T16:20:10.110Z,33.675,-116.7788333,10.66,0.51,ml,18,74,0.06487,0.13,ci,ci40438368,2023-04-09T14:10:06.940Z,"9km SW of Idyllwild, CA",earthquake,0.29,0.51,0.179,13,reviewed,ci,ci
2023-04-08T16:13:02.238Z,18.4518,-70.4321,5,4.1,mb,18,145,0.489,1.09,us,us6000k2vv,2023-04-08T18:57:08.888Z,"13 km SE of San José de Ocoa, Dominican Republic",earthquake,4.67,2.007,0.261,5,reviewed,us,us
2023-04-08T15:53:28.838Z,60.1606,-153.0358,135.6,1.9,ml,,,,0.34,ak,ak0234ibwxom,2023-04-08T19:42:43.040Z,"71 km E of Port Alsworth, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-08T15:49:45.770Z,38.7921677,-122.7610016,2.52,0.83,md,12,90,0.008505,0.02,nc,nc73869270,2023-04-08T16:12:13.153Z,"2km NNW of The Geysers, CA",earthquake,0.32,0.73,0.18,10,automatic,nc,nc
2023-04-08T15:46:40.340Z,38.7919998,-122.7611694,2.44,1.1,md,16,108,0.008688,0.03,nc,nc73869265,2023-04-08T17:47:14.535Z,"2km NNW of The Geysers, CA",earthquake,0.32,0.57,0.23,19,automatic,nc,nc
2023-04-08T15:40:19.980Z,2.4954,99.0206,158.98,4.4,mb,27,88,1.867,0.82,us,us6000k2vs,2023-04-08T19:37:14.040Z,"northern Sumatra, Indonesia",earthquake,7.49,8.671,0.108,25,reviewed,us,us
2023-04-08T15:40:14.337Z,42.2393,143.0453,68.549,4.2,mb,17,128,0.239,0.57,us,us6000k2vt,2023-04-08T19:33:28.040Z,"56 km E of Shizunai-furukawachō, Japan",earthquake,6.67,7.846,0.176,9,reviewed,us,us
2023-04-08T15:39:43.470Z,44.5311667,-111.043,15.54,0.27,md,7,140,0.08533,0.14,uu,uu60536621,2023-04-10T17:03:50.400Z,"15 km SSE of West Yellowstone, Montana",earthquake,1.06,1.89,0.209,5,reviewed,uu,uu
2023-04-08T15:37:11.860Z,36.7161667,-121.4831667,6.61,0.92,md,15,79,0.02838,0.07,nc,nc73869260,2023-04-10T19:35:14.531Z,"15km ENE of Salinas, CA",earthquake,0.25,0.42,0.381,9,reviewed,nc,nc
2023-04-08T15:29:25.631Z,62.6317,-149.0115,45.2,1.7,ml,,,,0.72,ak,ak0234ibrs7n,2023-04-08T15:31:17.891Z,"59 km ENE of Chase, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-08T15:19:47.490Z,51.8611666666667,-177.945166666667,5.55,0.7,ml,4,153,,0.1,av,av91839861,2023-04-11T20:52:10.190Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.46,1.31,0.149124727282936,4,reviewed,av,av
2023-04-08T15:19:43.550Z,35.6473333,-120.959,5.79,2.45,md,66,70,0.0735,0.07,nc,nc73869255,2023-04-09T01:35:19.286Z,"12km SW of Lake Nacimiento, CA",earthquake,0.13,0.34,0.108,65,reviewed,nc,nc
2023-04-08T15:16:46.930Z,38.8333333,-122.802,1.94,-0.35,md,13,51,0.01042,0.02,nc,nc73869250,2023-04-10T18:50:32.955Z,"7km W of Cobb, CA",earthquake,0.27,0.54,0.102,10,reviewed,nc,nc
2023-04-08T15:16:42.080Z,44.5151667,-111.0423333,16.59,1.03,ml,13,138,0.09983,0.13,uu,uu60536616,2023-04-10T15:14:44.230Z,"17 km SSE of West Yellowstone, Montana",earthquake,0.72,1.2,0.226,2,reviewed,uu,uu
2023-04-08T15:13:30.450Z,44.527,-111.0435,15.93,0.39,md,7,141,0.08884,0.13,uu,uu60536611,2023-04-10T16:59:10.610Z,"15 km SSE of West Yellowstone, Montana",earthquake,0.96,1.73,0.232,6,reviewed,uu,uu
2023-04-08T15:11:54.230Z,60.2461,-141.9138,11.7,1.5,ml,,,,0.53,ak,ak0234ibnzj3,2023-04-08T15:13:55.121Z,"143 km SSE of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-04-08T15:08:35.820Z,33.4883333,-116.4955,12.91,0.99,ml,19,122,0.068,0.18,ci,ci40438352,2023-04-11T20:45:35.999Z,"18km ESE of Anza, CA",earthquake,0.47,0.82,0.151,19,reviewed,ci,ci
2023-04-08T15:05:15.180Z,33.4883333,-116.4986667,12.67,1.08,ml,53,29,0.07029,0.18,ci,ci40438344,2023-04-09T21:01:09.692Z,"18km ESE of Anza, CA",earthquake,0.16,0.36,0.135,25,reviewed,ci,ci
2023-04-08T15:03:47.770Z,17.9636666666667,-66.8721666666667,17.96,2.31,md,6,205,0.01318,0.15,pr,pr71402938,2023-04-08T15:24:16.310Z,"Puerto Rico",earthquake,0.77,0.96,0.0942749576331818,4,reviewed,pr,pr
2023-04-08T15:03:01.570Z,35.8821667,-117.6805,5.48,1.73,ml,21,78,0.1005,0.18,ci,ci40438336,2023-04-09T20:53:36.910Z,"21km ESE of Little Lake, CA",earthquake,0.27,1.3,0.176,16,reviewed,ci,ci
2023-04-08T15:01:11.394Z,60.0597,-141.2051,0,2.1,ml,,,,1.2,ak,ak0234iblr2b,2023-04-08T15:03:09.925Z,"100 km NW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-04-08T14:57:38.320Z,44.5195,-111.0446667,17.6,0.49,md,14,138,0.0952,0.15,uu,uu60536606,2023-04-10T15:20:25.570Z,"16 km SSE of West Yellowstone, Montana",earthquake,0.77,1.18,0.052,7,reviewed,uu,uu
2023-04-08T14:57:00.600Z,37.4318333,-113.1143333,10.22,1.18,ml,6,143,0.07611,0.03,uu,uu60033099,2023-04-10T16:57:04.890Z,"13 km SSE of Kanarraville, Utah",earthquake,0.44,0.77,0.28,2,reviewed,uu,uu
2023-04-08T14:56:25.890Z,37.4321667,-113.1176667,10.26,0.86,ml,6,142,0.07618,0.04,uu,uu60536601,2023-04-10T16:54:28.220Z,"13 km SSE of Kanarraville, Utah",earthquake,0.44,0.84,0.345,2,reviewed,uu,uu
2023-04-08T14:51:20.230Z,37.4331667,-113.1206667,10.95,1.62,ml,12,77,0.07702,0.11,uu,uu60536596,2023-04-10T16:46:13.060Z,"13 km SSE of Kanarraville, Utah",earthquake,0.42,0.71,0.181,5,reviewed,uu,uu
2023-04-08T14:44:48.927Z,28.7306,86.7005,57.329,4.3,mb,22,138,0.775,0.63,us,us6000k2vg,2023-04-08T19:16:58.040Z,"87 km N of Lobujya, Nepal",earthquake,7.04,16.483,0.108,24,reviewed,us,us
2023-04-08T14:41:30.550Z,36.5669,-115.1788,2.3,1.1,ml,8,238.15,0.065,0.4037,nn,nn00857974,2023-04-08T14:43:36.986Z,"37 km NNW of Nellis Air Force Base, Nevada",earthquake,,15.8,0.96,6,automatic,nn,nn
2023-04-08T14:40:59.090Z,37.4333333,-113.1208333,11.76,2.23,ml,22,79,0.07718,0.14,uu,uu60536591,2023-04-10T13:29:27.330Z,"12 km SSE of Kanarraville, Utah",earthquake,0.32,0.44,0.221,11,reviewed,uu,uu
2023-04-08T14:39:49.686Z,57.9826,-156.0562,9.7,1.1,ml,,,,0.67,ak,ak0234ib8iya,2023-04-08T15:52:14.418Z,"82 km ESE of Egegik, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-04-08T14:39:21.000Z,51.8905,-178.1815,11.46,0.77,ml,4,289,,0.2,av,av91839821,2023-04-11T20:23:28.040Z,"106 km W of Adak, Alaska",earthquake,1.54,1.34,0.207259920356576,4,reviewed,av,av
2023-04-08T14:35:37.720Z,51.8656666666667,-178.216166666667,8.73,1.75,ml,6,146,,0.1,av,av91839811,2023-04-11T19:46:47.590Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.92,0.59,0.184816552805487,7,reviewed,av,av
2023-04-08T14:34:30.280Z,38.7906685,-122.7616653,2.79,0.73,md,11,78,0.01006,0.02,nc,nc73869240,2023-04-08T15:47:11.986Z,"2km NNW of The Geysers, CA",earthquake,0.36,0.78,0.29,11,automatic,nc,nc
2023-04-08T14:27:15.960Z,38.7946667,-122.7653333,3.27,1,md,43,67,0.007395,0.03,nc,nc73869235,2023-04-10T19:22:13.577Z,"2km NNW of The Geysers, CA",earthquake,0.17,0.28,0.259,35,reviewed,nc,nc
2023-04-08T14:23:52.269Z,62.0073,-149.6765,22.5,1.5,ml,,,,0.31,ak,ak0234ib54d6,2023-04-08T14:26:20.581Z,"19 km SSE of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-04-08T14:20:39.910Z,58.1895,-155.2935,2.09,-0.22,ml,7,148,,0.06,av,av91839791,2023-04-11T19:43:23.710Z,"85 km NW of Karluk, Alaska",earthquake,0.24,0.51,0.364736806528053,7,reviewed,av,av
2023-04-08T14:20:17.240Z,33.7075,-116.8083333,14.47,0.61,ml,13,176,0.07858,0.14,ci,ci40438328,2023-04-09T14:10:30.315Z,"9km WSW of Idyllwild, CA",earthquake,0.51,0.41,0.194,12,reviewed,ci,ci
2023-04-08T14:11:54.636Z,-2.9561,141.9484,28.863,5.2,mww,36,96,8.238,1,us,us6000k2vd,2023-04-08T14:27:27.040Z,"48 km WNW of Aitape, Papua New Guinea",earthquake,9.89,6.602,0.093,11,reviewed,us,us
2023-04-08T14:02:25.170Z,17.9985,-66.8413333333333,11.91,2.39,md,8,165,0.04297,0.11,pr,pr71402933,2023-04-08T14:25:12.560Z,"2 km WNW of Indios, Puerto Rico",earthquake,0.4,0.59,0.0501498071383919,6,reviewed,pr,pr
2023-04-08T13:53:11.118Z,64.5454,-150.1326,5,1.4,ml,,,,0.28,ak,ak0234iaq12f,2023-04-08T13:54:42.339Z,"48 km W of Four Mile Road, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-08T13:51:43.830Z,61.2535,-152.3445,4.08,-0.64,ml,6,166,,0.11,av,av91839771,2023-04-11T19:37:26.950Z,"68 km WNW of Tyonek, Alaska",earthquake,0.73,1.2,0.223537064405899,5,reviewed,av,av
2023-04-08T13:50:09.980Z,34.0375,-116.8786667,19.2,0.93,ml,31,93,0.05891,0.17,ci,ci40438296,2023-04-09T20:47:08.751Z,"12km N of Banning, CA",earthquake,0.25,0.51,0.147,13,reviewed,ci,ci
2023-04-08T13:49:25.080Z,38.757,-122.7315,1.51,0.34,md,22,68,0.006926,0.04,nc,nc73869225,2023-04-10T06:08:13.542Z,"3km SE of The Geysers, CA",earthquake,0.18,0.22,0.231,17,reviewed,nc,nc
2023-04-08T13:49:23.020Z,37.7216667,-122.5335,7.43,0.98,md,21,178,0.05772,0.09,nc,nc71130144,2023-04-10T05:57:18.466Z,"3km WSW of San Francisco Zoo, CA",earthquake,0.29,0.94,0.217,16,reviewed,nc,nc
2023-04-08T13:41:01.550Z,51.8625,-178.087333333333,3.35,1.44,ml,4,205,,0.22,av,av91839766,2023-04-11T19:25:45.710Z,"100 km W of Adak, Alaska",earthquake,0.86,0.65,0.22135657456512,4,reviewed,av,av
2023-04-08T13:33:11.100Z,60.0461666666667,-153.066666666667,0.11,-0.4,ml,4,134,,0.02,av,av91839756,2023-04-11T19:23:34.010Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.6,1.32,0.43140724092464,4,reviewed,av,av
2023-04-08T13:28:27.321Z,63.7942,-149.288,28.8,1.4,ml,,,,1.33,ak,ak0234iakpf0,2023-04-08T13:30:50.556Z,"17 km WSW of Healy, Alaska",earthquake,,1,,,automatic,ak,ak
2023-04-08T13:27:13.810Z,36.2331666666667,-89.4506666666667,10.66,1.79,md,25,42,0.02465,0.08,nm,nm60518816,2023-04-09T13:37:03.600Z,"4 km SE of Ridgely, Tennessee",earthquake,0.44,0.6,0.192910901016345,21,reviewed,nm,nm
2023-04-08T13:17:00.410Z,33.6896667,-116.7631667,16.18,0.83,ml,29,46,0.04614,0.17,ci,ci40438280,2023-04-09T14:11:59.130Z,"7km SW of Idyllwild, CA",earthquake,0.35,0.48,0.204,18,reviewed,ci,ci
2023-04-08T13:12:38.230Z,58.2593333333333,-155.136666666667,28.75,0.21,ml,9,92,,0.11,av,av91839741,2023-04-11T19:18:56.500Z,"86 km NNW of Karluk, Alaska",earthquake,0.45,1.17,0.258448997277482,9,reviewed,av,av
2023-04-08T13:10:02.433Z,36.7869,-115.7535,6.1,0.3,ml,11,264.62,0.152,0.1084,nn,nn00857973,2023-04-08T13:11:56.624Z,"Nevada",earthquake,,2.1,0.25,7,automatic,nn,nn
2023-04-08T13:08:04.396Z,36.7973,-115.8639,1.1,0.8,ml,22,93.16,0.064,0.2523,nn,nn00857971,2023-04-08T13:10:08.782Z,"30 km NW of Indian Springs, Nevada",earthquake,,0.7,0.32,15,automatic,nn,nn
2023-04-08T13:04:35.810Z,51.7895,-178.804833333333,1.21,0.62,ml,4,116,,0.06,av,av91839726,2023-04-11T19:09:47.510Z,"149 km W of Adak, Alaska",earthquake,0.38,2.08,0.213298095130915,4,reviewed,av,av
2023-04-08T13:04:33.083Z,36.6986,-116.053,0,-0.5,ml,7,296.31,0.037,0.0726,nn,nn00858062,2023-04-10T20:42:32.928Z,"37 km WNW of Indian Springs, Nevada",earthquake,,0,0.16,4,reviewed,nn,nn
2023-04-08T13:02:30.590Z,33.2483333,-116.0491667,6.67,1.53,ml,43,31,0.09569,0.2,ci,ci40438272,2023-04-09T20:38:12.690Z,"10km WSW of Salton City, CA",earthquake,0.23,1.07,0.159,39,reviewed,ci,ci
2023-04-08T12:56:41.550Z,38.7915,-122.7603333,2.43,1.55,md,44,53,0.009125,0.04,nc,nc73869220,2023-04-10T20:54:13.051Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.28,0.203,41,reviewed,nc,nc
2023-04-08T12:53:41.330Z,44.7678333,-110.9931667,3.88,0.85,ml,11,136,0.01257,0.14,uu,uu60536581,2023-04-10T16:41:33.390Z,"14 km NE of West Yellowstone, Montana",earthquake,0.44,0.69,0.115,2,reviewed,uu,uu
2023-04-08T12:53:31.200Z,58.183,-155.276333333333,0.58,-0.36,ml,4,149,,0.02,av,av91839721,2023-04-11T19:07:14.520Z,"83 km NW of Karluk, Alaska",earthquake,0.28,1.38,0.179710410780897,4,reviewed,av,av
2023-04-08T12:46:16.663Z,61.1211,-150.9183,43.5,1.7,ml,,,,0.31,ak,ak0234ia33vm,2023-04-08T12:48:02.029Z,"9 km ESE of Beluga, Alaska",earthquake,,2,,,automatic,ak,ak
2023-04-08T12:36:00.110Z,33.6723333,-116.7863333,15.51,0.46,ml,28,75,0.06642,0.1,ci,ci40438192,2023-04-09T15:02:35.802Z,"10km SW of Idyllwild, CA",earthquake,0.18,0.33,0.081,6,reviewed,ci,ci
2023-04-08T12:28:38.600Z,61.2311666666667,-152.216833333333,5.3,-0.75,ml,5,126,,0.26,av,av91839706,2023-04-11T18:35:55.930Z,"60 km WNW of Tyonek, Alaska",earthquake,2.98,3.75,0.233294465260982,5,reviewed,av,av
2023-04-08T12:19:33.690Z,59.8645,-152.4506,71.2,1.3,ml,,,,0.22,ak,ak0234i9xct9,2023-04-08T12:21:39.393Z,"36 km WNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-04-08T12:14:49.908Z,23.409,121.4683,31.621,4.4,mb,26,96,0.158,0.62,us,us6000k2v4,2023-04-09T04:37:01.778Z,"Taiwan",earthquake,2.62,5.825,0.138,15,reviewed,us,us
2023-04-08T12:06:53.740Z,33.3411667,-116.205,9.36,0.84,ml,45,49,0.1534,0.18,ci,ci40438184,2023-04-09T20:29:24.816Z,"17km SW of Oasis, CA",earthquake,0.19,0.75,0.117,13,reviewed,ci,ci
2023-04-08T11:52:40.719Z,25.219,96.3038,10,4.2,mb,28,120,4.48,0.64,us,us6000k2v1,2023-04-08T15:42:11.988Z,"111 km W of Myitkyina, Myanmar",earthquake,8.16,1.86,0.131,17,reviewed,us,us
2023-04-08T11:49:52.230Z,58.558,-153.949333333333,8.45,0.31,ml,7,313,,0.09,av,av91839656,2023-04-11T18:27:17.230Z,"82 km NW of Aleneva, Alaska",earthquake,1.36,0.99,0.246000649632693,7,reviewed,av,av
2023-04-08T11:42:22.540Z,35.8638333,-117.6726667,10.15,1.29,ml,16,122,0.09304,0.17,ci,ci40438176,2023-04-09T20:06:26.302Z,"23km ESE of Little Lake, CA",earthquake,0.29,0.67,0.238,9,reviewed,ci,ci
2023-04-08T11:32:50.027Z,61.2403,-150.2727,27.3,1.4,ml,,,,0.39,ak,ak0234i9eqtm,2023-04-08T11:34:28.690Z,"20 km W of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-04-08T11:30:00.197Z,18.814,145.7459,177.924,4.4,mb,44,115,3.554,0.52,us,us6000k2v3,2023-04-08T12:34:28.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.8,8.106,0.071,59,reviewed,us,us
2023-04-08T11:29:57.640Z,46.84433333333333,-121.76166666666667,0.96,0.46,ml,10,110,0.02153,0.05,uw,uw61916761,2023-04-09T00:40:07.750Z,"Washington",earthquake,0.36,0.69,0.04504039755446665,3,reviewed,uw,uw
2023-04-08T11:21:30.300Z,35.8621667,-117.6828333,9.62,1.39,ml,16,74,0.08548,0.17,ci,ci40438168,2023-04-09T20:03:03.211Z,"22km ESE of Little Lake, CA",earthquake,0.28,0.75,0.201,10,reviewed,ci,ci
2023-04-08T11:21:00.980Z,46.844833333333334,-121.76183333333333,0.81,0.42,ml,11,111,0.02184,0.05,uw,uw61916756,2023-04-08T22:55:33.450Z,"22 km ENE of Ashford, Washington",earthquake,0.28,0.5,0.12132503729741517,6,reviewed,uw,uw
2023-04-08T11:17:24.930Z,38.7873344,-122.7679977,2.37,0.78,md,15,81,0.01477,0.02,nc,nc73869215,2023-04-08T13:09:16.846Z,"2km NW of The Geysers, CA",earthquake,0.29,0.61,0.14,15,automatic,nc,nc
