time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-04-10T22:20:16.440Z,38.4916667,-112.8346667,-0.3,1.77,ml,12,103,0.01605,0.11,uu,uu60033104,2023-04-11T13:38:42.000Z,"18 km NE of Milford, Utah",earthquake,0.26,0.14,0.188,2,reviewed,uu,uu
2023-04-10T22:20:04.060Z,38.4921667,-112.8368333,0.29,0.89,ml,10,103,0.01442,0.07,uu,uu60536691,2023-04-11T13:29:50.920Z,"Utah",earthquake,0.23,1.33,0.172,2,reviewed,uu,uu
2023-04-10T22:18:14.862Z,60.0399,-150.3574,16.5,2,ml,,,,1.03,ak,ak0234lqy4ni,2023-04-10T22:20:04.007Z,"39 km ENE of Fox River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-04-10T22:17:02.500Z,51.857,-178.056166666667,-1.8,1.52,ml,4,170,,0.22,av,av91843436,2023-04-10T23:14:36.810Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.62,1.47,0.286839415180637,4,reviewed,av,av
2023-04-10T22:13:54.672Z,63.0759,-151.5131,0,1.6,ml,,,,0.85,ak,ak0234lqx57v,2023-04-10T22:16:29.600Z,"52 km SSE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-04-10T22:08:09.300Z,34.4766667,-116.5021667,5.33,1.2,ml,28,49,0.1431,0.09,ci,ci40439440,2023-04-11T14:51:02.543Z,"40km NE of Big Bear City, CA",earthquake,0.14,0.65,0.078,15,reviewed,ci,ci
2023-04-10T22:00:32.380Z,51.8526666666667,-178.067333333333,2.83,1.01,ml,4,195,,0.18,av,av91843431,2023-04-10T23:12:57.180Z,"98 km W of Adak, Alaska",earthquake,0.76,1.17,0.360895420300874,4,reviewed,av,av
2023-04-10T21:54:37.100Z,38.7886658,-122.7663345,3.13,0.75,md,10,92,0.01301,0.02,nc,nc73870380,2023-04-10T22:35:13.666Z,"2km NW of The Geysers, CA",earthquake,0.52,1.25,0.05,10,automatic,nc,nc
2023-04-10T21:54:04.180Z,58.2448333333333,-155.216833333333,3.78,-0.18,ml,8,103,,0.08,av,av91843416,2023-04-10T23:09:40.210Z,"87 km NNW of Karluk, Alaska",earthquake,0.29,0.54,0.163510663511543,8,reviewed,av,av
2023-04-10T21:52:18.590Z,51.857,-178.080833333333,3.27,1.48,ml,5,204,,0.23,av,av91843411,2023-04-10T23:02:23.320Z,"99 km W of Adak, Alaska",earthquake,0.69,0.56,0.246942640760231,5,reviewed,av,av
2023-04-10T21:50:54.310Z,51.8565,-178.0905,2.96,1.67,ml,4,211,,0.22,av,av91843406,2023-04-10T22:55:09.030Z,"100 km W of Adak, Alaska",earthquake,0.95,1.55,0.293985987571565,4,reviewed,av,av
2023-04-10T21:48:33.760Z,35.6676667,-117.5601667,10.36,0.99,ml,19,72,0.08488,0.17,ci,ci40439432,2023-04-11T00:38:00.071Z,"12km ENE of Ridgecrest, CA",earthquake,0.38,0.66,0.136,9,reviewed,ci,ci
2023-04-10T21:45:36.310Z,60.0108333333333,-153.105166666667,-0.99,-1.07,ml,5,126,,0.07,av,av91843391,2023-04-10T22:49:46.670Z,"61 km ENE of Pedro Bay, Alaska",earthquake,0.32,5.54,0.128355630993129,5,reviewed,av,av
2023-04-10T21:38:48.270Z,35.6786667,-117.4903333,7.43,2.59,ml,39,45,0.05591,0.13,ci,ci40439424,2023-04-11T16:40:28.870Z,"13km SW of Searles Valley, CA",earthquake,0.14,0.44,0.131,25,reviewed,ci,ci
2023-04-10T21:36:50.210Z,57.6013333333333,-156.518,8.46,0.2,ml,4,246,,0.13,av,av91843386,2023-04-10T22:47:59.990Z,"53 km E of Ugashik, Alaska",earthquake,0.87,2.58,0.322770928559627,4,reviewed,av,av
2023-04-10T21:26:38.700Z,19.2408332824707,-155.391159057617,28.25,1.94,ml,24,140,,0.109999999,hv,hv73360842,2023-04-10T21:32:13.120Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.74,1.03999996,0.1,3,automatic,hv,hv
2023-04-10T21:26:28.750Z,59.6269,-152.0307,51.8,1.7,ml,,,,0.33,ak,ak0234lqefx7,2023-04-10T21:29:15.682Z,"20 km SW of Anchor Point, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-04-10T21:21:10.959Z,62.7111,-150.3984,69.3,1.8,ml,,,,0.5,ak,ak0234lqdbyv,2023-04-10T21:23:13.068Z,"30 km NE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-10T21:14:15.230Z,51.856,-178.080333333333,3.79,1.55,ml,5,205,,0.19,av,av91843346,2023-04-10T22:29:13.240Z,"99 km W of Adak, Alaska",earthquake,0.77,0.64,0.224715040522303,5,reviewed,av,av
2023-04-10T21:13:15.458Z,-6.346,142.735,10,5.1,mb,89,19,10.896,0.92,us,us6000k3cj,2023-04-10T21:43:26.040Z,"60 km SSW of Tari, Papua New Guinea",earthquake,7.73,1.748,0.047,146,reviewed,us,us
2023-04-10T21:10:28.477Z,64.9838,-147.457,0,1.2,ml,,,,1.1,ak,ak0234lqb0fz,2023-04-10T21:12:18.793Z,"8 km ENE of Fox, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-04-10T21:08:17.550Z,51.8535,-178.074666666667,3.4,1.13,ml,4,203,,0.17,av,av91843331,2023-04-10T22:26:38.520Z,"99 km W of Adak, Alaska",earthquake,0.75,1.2,0.303913860122242,4,reviewed,av,av
2023-04-10T21:04:00.520Z,51.8543333333333,-178.081166666667,3.82,1.37,ml,5,206,,0.15,av,av91843326,2023-04-10T22:23:41.690Z,"99 km W of Adak, Alaska",earthquake,0.69,0.52,0.210756186070918,5,reviewed,av,av
2023-04-10T21:03:53.773Z,64.3262,-149.7808,14.4,1.4,ml,,,,0.56,ak,ak0234lq9kdt,2023-04-10T21:05:42.970Z,"28 km W of Anderson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-04-10T21:02:53.190Z,51.852,-178.092166666667,3.32,1.66,ml,5,216,,0.18,av,av91843321,2023-04-10T22:21:46.990Z,"100 km W of Adak, Alaska",earthquake,0.81,0.56,0.168850964078423,5,reviewed,av,av
2023-04-10T20:53:12.190Z,17.9333333333333,-66.9548333333333,16.17,2.49,md,7,225,0.08305,0.11,pr,pr71403818,2023-04-10T21:09:30.110Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.54,0.8,0.105323251155728,5,reviewed,pr,pr
2023-04-10T20:50:38.929Z,34.53183333,-96.63216667,0,1.16,ml,22,94,0.2510507353,0.45,ok,ok2023hamb,2023-04-11T19:10:07.102Z,"16 km SW of Stonewall, Oklahoma",quarry blast,,0.8,0.1,5,reviewed,ok,ok
2023-04-10T20:43:12.280Z,51.8565,-178.061333333333,-1.8,1.57,ml,5,179,,0.23,av,av91843311,2023-04-10T22:19:14.240Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.62,1.37,0.17702757665359,5,reviewed,av,av
2023-04-10T20:40:43.210Z,33.5006667,-116.5055,12.52,1.51,ml,57,54,0.06055,0.16,ci,ci40439400,2023-04-11T00:31:28.950Z,"17km ESE of Anza, CA",earthquake,0.15,0.3,0.171,25,reviewed,ci,ci
2023-04-10T20:37:43.789Z,34.394,-96.82316667,0,1.32,ml,19,162,0.3482316651,0.29,ok,ok2023halq,2023-04-11T18:50:35.760Z,"1 km SSE of Mill Creek, Oklahoma",quarry blast,,0.6,0.25,5,reviewed,ok,ok
2023-04-10T20:32:33.800Z,33.8168333,-117.4796667,-0.66,1.17,ml,30,70,0.02887,0.26,ci,ci40439392,2023-04-11T00:04:13.770Z,"8km SSE of Home Gardens, CA",quarry blast,0.53,31.61,0.157,19,reviewed,ci,ci
2023-04-10T20:24:09.510Z,58.1685,-155.342166666667,0.48,-0.1,ml,8,181,,0.06,av,av91843296,2023-04-10T22:01:38.630Z,"85 km NW of Karluk, Alaska",earthquake,0.22,1.36,0.219525688104821,8,reviewed,av,av
2023-04-10T20:18:26.815Z,63.5796,-147.4045,18.5,1.4,ml,,,,0.18,ak,ak0234lpraft,2023-04-10T20:20:00.987Z,"76 km ESE of Denali Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-04-10T20:16:09.740Z,32.7636667,-116.9348333,-0.34,1.16,ml,21,125,0.0287,0.32,ci,ci40439376,2023-04-10T23:58:17.473Z,"2km N of Rancho San Diego, CA",quarry blast,0.78,31.61,0.069,8,reviewed,ci,ci
2023-04-10T20:15:47.810Z,51.856,-178.05,-1.8,1.3,ml,5,160,,0.14,av,av91843291,2023-04-10T21:59:38.670Z,"97 km W of Adak, Alaska",earthquake,0.39,1.06,0.199338449262843,5,reviewed,av,av
2023-04-10T20:12:02.240Z,51.8583333333333,-178.059666666667,-1.8,1.37,ml,4,174,,0.12,av,av91843286,2023-04-10T21:56:05.740Z,"98 km W of Adak, Alaska",earthquake,0.41,1.24,0.250514875867086,4,reviewed,av,av
2023-04-10T20:10:29.061Z,51.8581,-178.0582,3.191,2.9,ml,12,104,0.027,0.82,us,us6000k3cz,2023-04-11T13:39:55.040Z,"98 km W of Adak, Alaska",earthquake,1.18,3.31,0.115,10,reviewed,us,us
2023-04-10T20:01:47.170Z,62.1842,-149.3804,18.3,1.4,ml,,,,0.36,ak,ak0234lpnou5,2023-04-10T20:03:29.793Z,"24 km E of Susitna North, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-04-10T19:58:37.250Z,53.8775,-166.593666666667,5.71,0.84,ml,18,113,,0.12,av,av91843266,2023-04-10T21:48:37.340Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.34,0.54,0.237066306105595,18,reviewed,av,av
2023-04-10T19:57:13.990Z,51.8613333333333,-178.049333333333,-1.8,1.6,ml,5,154,,0.12,av,av91843261,2023-04-10T21:44:08.250Z,"97 km W of Adak, Alaska",earthquake,0.45,0.97,0.373777170406916,5,reviewed,av,av
2023-04-10T19:53:37.485Z,64.9313,-148.9314,13.2,1.1,ml,,,,0.45,ak,ak0234lpddpd,2023-04-10T19:57:12.228Z,"31 km SE of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-04-10T19:47:42.470Z,61.9996,-150.5131,11,2.8,ml,,,,0.51,ak,ak0234lpc3t3,2023-04-11T13:35:20.040Z,"Southern Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-04-10T19:42:37.980Z,53.8765,-166.589166666667,4.93,-0.14,ml,6,152,,0.12,av,av91843231,2023-04-10T21:40:33.360Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.38,0.95,0.198966417450741,6,reviewed,av,av
2023-04-10T19:37:40.320Z,53.8765,-166.592666666667,4.45,0.23,ml,6,150,,0.15,av,av91097288,2023-04-10T21:37:15.260Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.43,1.15,0.241569808781073,6,reviewed,av,av
2023-04-10T19:37:24.330Z,53.8676666666667,-166.807166666667,6.12,0.28,ml,6,139,,0.07,av,av91843221,2023-04-10T21:35:25.610Z,"17 km W of Dutch Harbor, Alaska",earthquake,0.36,0.71,0.266028170335106,6,reviewed,av,av
2023-04-10T19:34:25.120Z,17.9935,-66.9686666666667,15.41,1.62,md,3,186,0.07579,0.08,pr,pr71403813,2023-04-10T19:45:08.640Z,"5 km W of Fuig, Puerto Rico",earthquake,3.16,1.06,0.0153843273980645,3,reviewed,pr,pr
2023-04-10T19:34:24.620Z,36.8525,-121.5786667,3.56,0.79,md,14,119,0.01194,0.09,nc,nc73870370,2023-04-11T12:07:13.463Z,"4km WNW of San Juan Bautista, CA",earthquake,0.31,0.48,0.263,12,reviewed,nc,nc
2023-04-10T19:32:59.538Z,59.4771,-144.5918,35.6,2.3,ml,,,,0.49,ak,ak0234lp8xdt,2023-04-11T13:13:29.040Z,"135 km SSE of Cordova, Alaska",earthquake,,4.9,,,automatic,ak,ak
2023-04-10T19:32:08.706Z,63.5946,-150.6489,1.2,1.7,ml,,,,0.99,ak,ak0234lp8tgm,2023-04-10T19:34:07.703Z,"53 km E of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-04-10T19:29:36.793Z,11.1186,139.4578,10,4.5,mb,51,149,15.682,0.57,us,us6000k3bw,2023-04-10T21:35:51.040Z,"189 km NW of Fais, Micronesia",earthquake,14.24,1.901,0.085,41,reviewed,us,us
2023-04-10T19:29:24.030Z,53.8763333333333,-166.595,5.98,0.28,ml,8,114,,0.15,av,av91843216,2023-04-10T21:31:12.460Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.43,0.78,0.22931892345078,8,reviewed,av,av
2023-04-10T19:28:34.730Z,60.0433333333333,-153.030333333333,1.38,-0.38,ml,5,216,,0.14,av,av91843211,2023-04-10T21:29:01.840Z,"66 km ENE of Pedro Bay, Alaska",earthquake,1.06,0.36,0.342070796170965,5,reviewed,av,av
2023-04-10T19:25:16.990Z,38.8253333,-122.8063333,1.94,0.42,md,20,42,0.003505,0.02,nc,nc73870365,2023-04-10T22:23:18.582Z,"7km NW of The Geysers, CA",earthquake,0.18,0.26,0.145,20,reviewed,nc,nc
2023-04-10T19:23:05.750Z,17.9541666666667,-66.9795,17.36,1.67,md,4,207,0.06345,0.13,pr,pr71403803,2023-04-10T19:40:02.540Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,1.05,1.21,0.000186495304218548,3,reviewed,pr,pr
2023-04-10T19:22:02.570Z,17.9775,-66.9823333333333,6.51,1.69,md,5,172,0.05945,0.08,pr,pr71403798,2023-04-10T19:35:30.490Z,"6 km E of La Parguera, Puerto Rico",earthquake,1.54,1.08,0.0835820085301997,5,reviewed,pr,pr
2023-04-10T19:17:22.733Z,58.198,-155.3097,1.1,1.4,ml,,,,0.35,ak,ak0234lp5msx,2023-04-10T21:26:25.790Z,"86 km NW of Karluk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-04-10T19:15:35.445Z,62.7919,-151.033,110.7,1.4,ml,,,,0.36,ak,ak0234lp58co,2023-04-10T19:17:21.838Z,"35 km NNW of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2023-04-10T19:08:53.820Z,38.8151665,-122.8113327,3.66,0.79,md,12,107,0.008275,0.02,nc,nc73870360,2023-04-10T19:10:28.484Z,"6km NW of The Geysers, CA",earthquake,0.65,1.44,0.3,15,automatic,nc,nc
2023-04-10T19:08:51.890Z,51.853,-178.073166666667,3.63,1.41,ml,5,202,,0.15,av,av91843186,2023-04-10T21:19:58.090Z,"99 km W of Adak, Alaska",earthquake,0.65,0.49,0.177610974615415,5,reviewed,av,av
2023-04-10T19:07:21.230Z,38.7929993,-122.7628326,2.12,0.73,md,8,124,0.0196,0.03,nc,nc73870355,2023-04-10T20:11:15.769Z,"2km NNW of The Geysers, CA",earthquake,0.39,1.29,0.34,8,automatic,nc,nc
2023-04-10T19:07:18.320Z,46.859833333333334,-122.28683333333333,-0.37,1.2,ml,15,254,0.1353,0.09,uw,uw61916916,2023-04-12T00:42:52.280Z,"1 km WSW of Eatonville, Washington",explosion,0.44,31.61,0.19833173576870267,10,reviewed,uw,uw
2023-04-10T19:04:58.380Z,38.821167,-122.8041687,3.13,1.08,md,30,35,0.005121,0.02,nc,nc73870350,2023-04-10T19:57:13.671Z,"6km NW of The Geysers, CA",earthquake,0.22,0.45,0.22,29,automatic,nc,nc
2023-04-10T19:04:19.170Z,51.8611666666667,-178.0645,-1.8,1.35,ml,5,178,,0.23,av,av91843181,2023-04-10T21:17:58.000Z,"98 km W of Adak, Alaska",earthquake,0.62,1.45,0.264820815690452,5,reviewed,av,av
2023-04-10T19:03:27.160Z,38.7910004,-122.7634964,1.72,1.85,md,30,67,0.01006,0.05,nc,nc73870345,2023-04-10T22:58:11.810Z,"2km NNW of The Geysers, CA",earthquake,0.23,0.34,0.19,32,automatic,nc,nc
2023-04-10T19:01:21.650Z,33.1976667,-116.3778333,12.84,1.04,ml,25,73,0.07768,0.17,ci,ci40439360,2023-04-10T23:52:14.624Z,"6km S of Borrego Springs, CA",earthquake,0.3,0.57,0.133,15,reviewed,ci,ci
2023-04-10T18:56:54.980Z,53.8705,-166.801166666667,6.28,0.06,ml,4,217,,0.09,av,av91843166,2023-04-10T21:15:45.000Z,"17 km W of Dutch Harbor, Alaska",earthquake,0.66,0.81,0.142865719487208,4,reviewed,av,av
2023-04-10T18:55:02.780Z,58.192,-155.3235,1.31,0.13,ml,5,167,,0.05,av,av91843161,2023-04-10T21:14:10.400Z,"86 km NW of Karluk, Alaska",earthquake,0.37,0.59,0.374357808659899,5,reviewed,av,av
2023-04-10T18:53:31.050Z,34.9841667,-118.1906667,-0.91,1.32,ml,17,59,0.1096,0.19,ci,ci40439352,2023-04-10T23:26:45.128Z,"8km SSW of Mojave, CA",quarry blast,0.48,31.61,0.107,18,reviewed,ci,ci
2023-04-10T18:46:56.520Z,55.056,-162.2815,2.32,0.06,ml,4,162,,0.04,av,av91097283,2023-04-10T21:11:24.530Z,"2 km ESE of King Cove, Alaska",earthquake,3.95,2.9,0.266348521323096,3,reviewed,av,av
2023-04-10T18:46:09.280Z,53.8816666666667,-166.593166666667,5.07,-0.14,ml,6,155,,0.1,av,av91843146,2023-04-10T21:08:16.700Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.43,0.88,0.181858825872615,6,reviewed,av,av
2023-04-10T18:42:00.470Z,58.1815,-155.313833333333,2.16,-0.32,ml,6,161,,0.08,av,av91843136,2023-04-11T20:21:26.180Z,"Alaska Peninsula",earthquake,0.27,0.42,0.25954252801468,6,reviewed,av,av
2023-04-10T18:39:37.566Z,61.3259,-150.4015,44.8,2,ml,,,,0.18,ak,ak0234looy3g,2023-04-10T18:41:09.753Z,"22 km W of Point MacKenzie, Alaska",earthquake,,1,,,automatic,ak,ak
2023-04-10T18:37:27.090Z,38.8149986,-122.8303299,1.33,0.98,md,18,50,0.006187,0.03,nc,nc73870325,2023-04-10T18:53:12.268Z,"8km WNW of The Geysers, CA",earthquake,0.19,0.37,0.23,21,automatic,nc,nc
2023-04-10T18:30:40.176Z,55.194,-161.4615,14.614,3.1,ml,28,173,0.585,0.67,us,us6000k3bg,2023-04-10T21:29:38.040Z,"56 km ENE of King Cove, Alaska",earthquake,3.73,7.7,0.069,28,reviewed,us,us
2023-04-10T18:22:21.200Z,36.6558333,-121.2731667,4.62,1.68,md,29,105,0.05058,0.07,nc,nc73870320,2023-04-11T00:19:16.247Z,"16km SSE of Tres Pinos, CA",earthquake,0.23,0.58,0.218,26,reviewed,nc,nc
2023-04-10T18:20:45.112Z,58.2103,-155.3819,0,1.3,ml,,,,0.98,ak,ak0234lokw2n,2023-04-10T20:49:40.250Z,"90 km NW of Karluk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-04-10T18:17:13.940Z,58.1975,-155.329,1.95,-0.3,ml,6,217,,0.08,av,av91843081,2023-04-10T20:44:33.350Z,"87 km NW of Karluk, Alaska",earthquake,0.73,0.42,0.324084718020363,6,reviewed,av,av
2023-04-10T18:13:30.240Z,58.1975,-155.321333333333,1.8,-0.45,ml,5,233,,0.02,av,av91843076,2023-04-10T20:42:46.770Z,"86 km NW of Karluk, Alaska",earthquake,0.52,0.34,0.266077563003978,5,reviewed,av,av
2023-04-10T18:09:48.270Z,38.7713318,-122.7353363,1.29,1.09,md,11,67,0.01194,0.02,nc,nc73870315,2023-04-10T20:28:11.897Z,"2km ESE of The Geysers, CA",earthquake,0.26,0.53,0.28,11,automatic,nc,nc
2023-04-10T18:05:11.764Z,58.1839,-155.3757,0,0.5,ml,,,,0.53,ak,ak0234lohlrc,2023-04-10T20:35:23.920Z,"87 km NW of Karluk, Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-04-10T17:54:29.780Z,55.0546666666667,-162.260833333333,2.51,0.33,ml,5,143,,0.07,av,av91843056,2023-04-10T20:25:11.560Z,"3 km E of King Cove, Alaska",earthquake,0.79,1.17,0.284326238617927,4,reviewed,av,av
2023-04-10T17:50:05.646Z,58.1849,-155.3212,1.4,0.9,ml,,,,0.14,ak,ak0234lo5p28,2023-04-10T20:16:36.250Z,"85 km NW of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-04-10T17:46:50.190Z,58.1845,-155.3145,0.6,0.47,ml,5,157,,0.06,av,av91097268,2023-04-10T19:53:12.940Z,"85 km NW of Karluk, Alaska",earthquake,0.23,1.01,0.277921172271965,6,reviewed,av,av
2023-04-10T17:46:30.454Z,58.1824,-155.3214,8.2,1,ml,,,,0.8,ak,ak0234lo4zzl,2023-04-10T19:47:16.110Z,"85 km NW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-04-10T17:45:18.838Z,58.1916,-155.295,1.2,0.7,ml,,,,0.45,ak,ak0234lo4rbv,2023-04-10T19:44:28.540Z,"85 km NW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2023-04-10T17:42:42.442Z,32.75939941,-100.6476277,7.580973307,2.1,ml,21,70,0.06884078125,0.2,tx,tx2023hafw,2023-04-11T22:01:28.281Z,"17 km NE of Hermleigh, Texas",earthquake,0.7672502602,1.176918415,0.1,10,reviewed,tx,tx
2023-04-10T17:42:25.600Z,17.9405,-66.8948333333333,9.79,2.39,md,5,217,0.03743,0.08,pr,pr71403783,2023-04-10T18:01:32.500Z,"3 km SSE of Guánica, Puerto Rico",earthquake,0.74,0.56,0.14751634247666,5,reviewed,pr,pr
2023-04-10T17:41:25.059Z,35.90783333,-95.1735,0,1.34,ml,54,105,0.2852440254,0.42,ok,ok2023hafv,2023-04-11T18:08:33.484Z,"Oklahoma",quarry blast,,0.4,0.18,6,reviewed,ok,ok
2023-04-10T17:37:40.870Z,38.8148346,-122.8191681,0.99,0.75,md,15,59,0.009831,0.02,nc,nc73870310,2023-04-10T19:31:12.504Z,"7km NW of The Geysers, CA",earthquake,0.23,0.58,0.11,15,automatic,nc,nc
2023-04-10T17:36:49.805Z,51.7083,179.0381,17.276,2.9,ml,11,153,0.369,0.16,us,us6000k3c3,2023-04-10T21:25:09.040Z,"299 km W of Adak, Alaska",earthquake,2.8,4.261,0.105,12,reviewed,us,us
2023-04-10T17:34:18.526Z,62.1031,-150.8958,61.1,1.4,ml,,,,0.58,ak,ak0234lo2efw,2023-04-10T17:36:31.139Z,"29 km ENE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-04-10T17:29:17.495Z,63.1177,-150.4163,91.1,2.1,ml,,,,0.74,ak,ak0234lo1bp5,2023-04-10T17:31:11.728Z,"71 km NNE of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-04-10T17:27:50.300Z,58.1843338012695,-155.315994262695,3.74000000953674,0.65,ml,11,158,,0.140000001,av,av91843001,2023-04-10T19:11:15.280Z,"85 km NW of Karluk, Alaska",earthquake,0.32,0.550000012,0.313462410660111,12,reviewed,av,av
2023-04-10T17:27:39.580Z,58.1946666666667,-155.329833333333,-2.2,0.19,ml,8,149,,0.25,av,av91842996,2023-04-10T19:14:16.110Z,"86 km NW of Karluk, Alaska",earthquake,0.5,1.55,0.270426659077559,8,reviewed,av,av
2023-04-10T17:26:20.380Z,51.8626666666667,-178.062,-1.8,2.2,ml,5,172,,0.22,av,av91097258,2023-04-10T19:03:48.070Z,"98 km W of Adak, Alaska",earthquake,0.63,1.45,0.306306205272394,5,reviewed,av,av
2023-04-10T17:25:40.690Z,58.185,-155.316,1.28,-0.05,ml,6,157,,0.07,av,av91097248,2023-04-10T18:54:52.230Z,"85 km NW of Karluk, Alaska",earthquake,0.24,0.71,0.291113803771739,5,reviewed,av,av
2023-04-10T17:25:32.790Z,51.8525,-178.083833333333,3.14,1.42,ml,5,209,,0.17,av,av91097253,2023-04-10T18:59:21.790Z,"99 km W of Adak, Alaska",earthquake,0.7,1.08,0.0987423724504874,5,reviewed,av,av
2023-04-10T17:25:16.830Z,58.189,-155.322666666667,2.31,0.18,ml,8,170,,0.1,av,av91842991,2023-04-10T18:55:28.600Z,"Alaska Peninsula",earthquake,0.44,0.34,0.252567050077658,8,reviewed,av,av
2023-04-10T17:20:55.550Z,58.1716666666667,-155.2835,0.7,-0.55,ml,5,164,,0.04,av,av91097243,2023-04-11T20:22:25.650Z,"83 km NW of Karluk, Alaska",earthquake,0.33,1.51,0.219320238285523,4,reviewed,av,av
2023-04-10T17:20:54.420Z,53.8406666666667,-166.4795,11.22,0.44,ml,10,208,,0.14,av,av91842986,2023-04-10T18:44:26.460Z,"5 km SE of Unalaska, Alaska",earthquake,0.6,0.57,0.229061986403896,10,reviewed,av,av
2023-04-10T17:11:48.437Z,8.818,93.9091,10.067,4.7,mb,40,144,3.044,0.58,us,us6000k3b7,2023-04-10T17:40:51.040Z,"Nicobar Islands, India region",earthquake,9.78,5.651,0.102,29,reviewed,us,us
2023-04-10T17:11:13.448Z,56.6911,-156.005,75.5,2.6,ml,,,,0.74,ak,ak0234lnxgkw,2023-04-10T18:55:33.040Z,"115 km WSW of Akhiok, Alaska",earthquake,,1.3,,,automatic,ak,ak
2023-04-10T17:10:26.600Z,53.8756666666667,-166.592333333333,5.93,0.62,ml,11,115,,0.15,av,av91842971,2023-04-10T18:33:31.760Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.38,0.7,0.297486672996676,11,reviewed,av,av
2023-04-10T17:07:07.730Z,53.8755,-166.594333333333,5.56,0.07,ml,6,147,,0.13,av,av91842961,2023-04-10T18:29:19.380Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.44,0.98,0.270817577868186,6,reviewed,av,av
2023-04-10T17:02:14.230Z,53.8806666666667,-166.594333333333,5.27,0.19,ml,8,109,,0.1,av,av91842946,2023-04-10T18:21:56.530Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.32,0.66,0.226118408993619,9,reviewed,av,av
2023-04-10T16:59:38.890Z,33.3243333,-115.6953333,5.55,1.14,ml,24,94,0.04247,0.18,ci,ci40439320,2023-04-10T23:19:30.548Z,"4km SE of Bombay Beach, CA",earthquake,0.27,0.56,0.122,18,reviewed,ci,ci
2023-04-10T16:59:27.340Z,53.8856666666667,-166.591,5.57,-0.12,ml,5,203,,0.06,av,av91842936,2023-04-10T18:16:20.340Z,"3 km W of Dutch Harbor, Alaska",earthquake,0.46,0.73,0.178372717444615,5,reviewed,av,av
2023-04-10T16:59:24.260Z,53.8815,-166.594166666667,4.11,-0.03,ml,5,154,,0.08,av,av91097238,2023-04-10T18:19:15.760Z,"3 km WSW of Dutch Harbor, Alaska",earthquake,0.44,1.03,0.251521938071247,5,reviewed,av,av
2023-04-10T16:56:06.850Z,18.0795,-66.9561666666667,4.71,1.66,md,3,260,0.1271,0.15,pr,pr71403778,2023-04-10T17:10:48.930Z,"0 km ENE of Sabana Grande, Puerto Rico",earthquake,2.26,10.62,0.0914600386022877,3,reviewed,pr,pr
2023-04-10T16:54:52.670Z,17.9548333333333,-66.9616666666667,15.19,2.05,md,5,206,0.07991,0.08,pr,pr71403773,2023-04-10T17:04:51.560Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.75,0.64,0.147589625227057,5,reviewed,pr,pr
2023-04-10T16:41:14.210Z,53.8665,-166.807833333333,5.78,-0.08,ml,6,139,,0.07,av,av91842916,2023-04-10T18:03:42.350Z,"17 km W of Dutch Harbor, Alaska",earthquake,0.35,0.73,0.31400611584536,6,reviewed,av,av
2023-04-10T16:36:30.179Z,35.6075,-98.00016667,7,1.11,ml,40,49,0.1331738667,0.29,ok,ok2023hadr,2023-04-11T17:46:27.977Z,"9 km NNW of El Reno, Oklahoma",earthquake,,0.8,0.27,7,reviewed,ok,ok
